"id_ubicacion","cant_votantes","cant_votos_positivos","cant_votos_negativos","porcentaje_participacion","id_candidatura","descripcion_candidatura","cant_votos"
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"10","PARTIDO DE CENTRO SOCIAL CRISTIANO VA; MOVIMIENTO SOLIDARIO",0
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"11","PARTIDO NUEVA RUTA DE HONDURAS",0
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"13","PARTIDO LIBERACION DEMOCRATICO DE HONDURAS",0
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"14","PARTIDO TODOS SOMOS HONDURAS",0
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"2","PARTIDO NACIONAL DE HONDURAS",22
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"4","PARTIDO DEMOCRATA CRISTIANO DE HONDURAS",4
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"45","MOVIMIENTO INDEPENDIENTE DIGNIDAD Y ESPERANZA",0
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"47","MILTON BENITEZ HONDURAS HUMANA",3
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"5","PARTIDO UNIFICACION DEMOCRATICA",0
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"58","UNIDAD NACIONAL OPOSITORA DE HONDURAS",0
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"6","PARTIDO ANTICORRUPCION",0
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"7","PARTIDO LIBERTAD Y REFUNDACION",119
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"8","PARTIDO ALIANZA PATRIOTICA HONDUREÑA",1
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"9","PARTIDO FRENTE AMPLIO (EL FRENTE)",0
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"BLC","Voto en BLANCO",4
"HN.5.1.1.150.4054_PRE",180,175,5,60.4026,"NUL","Votos NULOS",5
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"1","PARTIDO LIBERAL DE HONDURAS",16
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"10","PARTIDO DE CENTRO SOCIAL CRISTIANO VA; MOVIMIENTO SOLIDARIO",0
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"11","PARTIDO NUEVA RUTA DE HONDURAS",1
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"13","PARTIDO LIBERACION DEMOCRATICO DE HONDURAS",0
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"14","PARTIDO TODOS SOMOS HONDURAS",0
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"2","PARTIDO NACIONAL DE HONDURAS",28
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"4","PARTIDO DEMOCRATA CRISTIANO DE HONDURAS",2
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"45","MOVIMIENTO INDEPENDIENTE DIGNIDAD Y ESPERANZA",0
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"47","MILTON BENITEZ HONDURAS HUMANA",0
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"5","PARTIDO UNIFICACION DEMOCRATICA",1
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"58","UNIDAD NACIONAL OPOSITORA DE HONDURAS",0
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"6","PARTIDO ANTICORRUPCION",0
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"7","PARTIDO LIBERTAD Y REFUNDACION",106
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"8","PARTIDO ALIANZA PATRIOTICA HONDUREÑA",1
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"9","PARTIDO FRENTE AMPLIO (EL FRENTE)",0
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"BLC","Voto en BLANCO",1
"HN.5.1.1.150.4055_PRE",162,156,6,54.3624,"NUL","Votos NULOS",6
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"1","PARTIDO LIBERAL DE HONDURAS",18
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"10","PARTIDO DE CENTRO SOCIAL CRISTIANO VA; MOVIMIENTO SOLIDARIO",0
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"11","PARTIDO NUEVA RUTA DE HONDURAS",2
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"13","PARTIDO LIBERACION DEMOCRATICO DE HONDURAS",0
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"14","PARTIDO TODOS SOMOS HONDURAS",0
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"2","PARTIDO NACIONAL DE HONDURAS",47
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"4","PARTIDO DEMOCRATA CRISTIANO DE HONDURAS",0
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"45","MOVIMIENTO INDEPENDIENTE DIGNIDAD Y ESPERANZA",0
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"47","MILTON BENITEZ HONDURAS HUMANA",2
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"5","PARTIDO UNIFICACION DEMOCRATICA",0
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"58","UNIDAD NACIONAL OPOSITORA DE HONDURAS",0
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"6","PARTIDO ANTICORRUPCION",0
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"7","PARTIDO LIBERTAD Y REFUNDACION",105
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"8","PARTIDO ALIANZA PATRIOTICA HONDUREÑA",0
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"9","PARTIDO FRENTE AMPLIO (EL FRENTE)",0
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"BLC","Voto en BLANCO",1
"HN.5.1.1.275.4599_PRE",179,175,4,60.6779,"NUL","Votos NULOS",4
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"1","PARTIDO LIBERAL DE HONDURAS",16
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"10","PARTIDO DE CENTRO SOCIAL CRISTIANO VA; MOVIMIENTO SOLIDARIO",0
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"11","PARTIDO NUEVA RUTA DE HONDURAS",1
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"13","PARTIDO LIBERACION DEMOCRATICO DE HONDURAS",0
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"14","PARTIDO TODOS SOMOS HONDURAS",0
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"2","PARTIDO NACIONAL DE HONDURAS",44
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"4","PARTIDO DEMOCRATA CRISTIANO DE HONDURAS",0
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"45","MOVIMIENTO INDEPENDIENTE DIGNIDAD Y ESPERANZA",0
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"47","MILTON BENITEZ HONDURAS HUMANA",1
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"5","PARTIDO UNIFICACION DEMOCRATICA",0
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"58","UNIDAD NACIONAL OPOSITORA DE HONDURAS",1
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"6","PARTIDO ANTICORRUPCION",0
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"7","PARTIDO LIBERTAD Y REFUNDACION",88
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"8","PARTIDO ALIANZA PATRIOTICA HONDUREÑA",0
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"9","PARTIDO FRENTE AMPLIO (EL FRENTE)",0
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"BLC","Voto en BLANCO",1
"HN.5.1.1.275.4600_PRE",166,152,14,56.2711,"NUL","Votos NULOS",14
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"1","PARTIDO LIBERAL DE HONDURAS",32
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"10","PARTIDO DE CENTRO SOCIAL CRISTIANO VA; MOVIMIENTO SOLIDARIO",1
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"11","PARTIDO NUEVA RUTA DE HONDURAS",0
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"13","PARTIDO LIBERACION DEMOCRATICO DE HONDURAS",0
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"14","PARTIDO TODOS SOMOS HONDURAS",1
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"2","PARTIDO NACIONAL DE HONDURAS",47
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"4","PARTIDO DEMOCRATA CRISTIANO DE HONDURAS",0
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"45","MOVIMIENTO INDEPENDIENTE DIGNIDAD Y ESPERANZA",0
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"47","MILTON BENITEZ HONDURAS HUMANA",0
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"5","PARTIDO UNIFICACION DEMOCRATICA",0
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"58","UNIDAD NACIONAL OPOSITORA DE HONDURAS",0
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"6","PARTIDO ANTICORRUPCION",0
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"7","PARTIDO LIBERTAD Y REFUNDACION",101
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"8","PARTIDO ALIANZA PATRIOTICA HONDUREÑA",0
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"9","PARTIDO FRENTE AMPLIO (EL FRENTE)",0
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"BLC","Voto en BLANCO",2
"HN.5.1.1.275.4603_PRE",191,184,7,64.7457,"NUL","Votos NULOS",7
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"1","PARTIDO LIBERAL DE HONDURAS",16
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"10","PARTIDO DE CENTRO SOCIAL CRISTIANO VA; MOVIMIENTO SOLIDARIO",0
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"11","PARTIDO NUEVA RUTA DE HONDURAS",0
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"13","PARTIDO LIBERACION DEMOCRATICO DE HONDURAS",0
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"14","PARTIDO TODOS SOMOS HONDURAS",0
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"2","PARTIDO NACIONAL DE HONDURAS",56
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"4","PARTIDO DEMOCRATA CRISTIANO DE HONDURAS",0
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"45","MOVIMIENTO INDEPENDIENTE DIGNIDAD Y ESPERANZA",0
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"47","MILTON BENITEZ HONDURAS HUMANA",1
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"5","PARTIDO UNIFICACION DEMOCRATICA",0
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"58","UNIDAD NACIONAL OPOSITORA DE HONDURAS",0
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"6","PARTIDO ANTICORRUPCION",0
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"7","PARTIDO LIBERTAD Y REFUNDACION",102
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"8","PARTIDO ALIANZA PATRIOTICA HONDUREÑA",0
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"9","PARTIDO FRENTE AMPLIO (EL FRENTE)",1
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"BLC","Voto en BLANCO",0
"HN.5.1.1.275.4605_PRE",178,176,2,60.5442,"NUL","Votos NULOS",2
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"1","PARTIDO LIBERAL DE HONDURAS",26
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"10","PARTIDO DE CENTRO SOCIAL CRISTIANO VA; MOVIMIENTO SOLIDARIO",0
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"11","PARTIDO NUEVA RUTA DE HONDURAS",0
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"13","PARTIDO LIBERACION DEMOCRATICO DE HONDURAS",0
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"14","PARTIDO TODOS SOMOS HONDURAS",0
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"2","PARTIDO NACIONAL DE HONDURAS",36
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"4","PARTIDO DEMOCRATA CRISTIANO DE HONDURAS",2
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"45","MOVIMIENTO INDEPENDIENTE DIGNIDAD Y ESPERANZA",0
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"47","MILTON BENITEZ HONDURAS HUMANA",2
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"5","PARTIDO UNIFICACION DEMOCRATICA",0
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"58","UNIDAD NACIONAL OPOSITORA DE HONDURAS",0
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"6","PARTIDO ANTICORRUPCION",0
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"7","PARTIDO LIBERTAD Y REFUNDACION",91
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"8","PARTIDO ALIANZA PATRIOTICA HONDUREÑA",0
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"9","PARTIDO FRENTE AMPLIO (EL FRENTE)",0
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"BLC","Voto en BLANCO",7
"HN.5.1.1.275.4606_PRE",171,164,7,58.1632,"NUL","Votos NULOS",7
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"1","PARTIDO LIBERAL DE HONDURAS",21
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"10","PARTIDO DE CENTRO SOCIAL CRISTIANO VA; MOVIMIENTO SOLIDARIO",0
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"11","PARTIDO NUEVA RUTA DE HONDURAS",0
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"13","PARTIDO LIBERACION DEMOCRATICO DE HONDURAS",0
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"14","PARTIDO TODOS SOMOS HONDURAS",0
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"2","PARTIDO NACIONAL DE HONDURAS",31
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"4","PARTIDO DEMOCRATA CRISTIANO DE HONDURAS",0
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"45","MOVIMIENTO INDEPENDIENTE DIGNIDAD Y ESPERANZA",0
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"47","MILTON BENITEZ HONDURAS HUMANA",2
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"5","PARTIDO UNIFICACION DEMOCRATICA",0
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"58","UNIDAD NACIONAL OPOSITORA DE HONDURAS",0
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"6","PARTIDO ANTICORRUPCION",0
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"7","PARTIDO LIBERTAD Y REFUNDACION",95
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"8","PARTIDO ALIANZA PATRIOTICA HONDUREÑA",0
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"9","PARTIDO FRENTE AMPLIO (EL FRENTE)",0
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"BLC","Voto en BLANCO",8
"HN.5.1.1.275.4608_PRE",165,157,8,56.1224,"NUL","Votos NULOS",8
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"1","PARTIDO LIBERAL DE HONDURAS",23
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"10","PARTIDO DE CENTRO SOCIAL CRISTIANO VA; MOVIMIENTO SOLIDARIO",0
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"11","PARTIDO NUEVA RUTA DE HONDURAS",0
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"13","PARTIDO LIBERACION DEMOCRATICO DE HONDURAS",0
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"14","PARTIDO TODOS SOMOS HONDURAS",1
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"2","PARTIDO NACIONAL DE HONDURAS",55
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"4","PARTIDO DEMOCRATA CRISTIANO DE HONDURAS",2
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"45","MOVIMIENTO INDEPENDIENTE DIGNIDAD Y ESPERANZA",0
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"47","MILTON BENITEZ HONDURAS HUMANA",1
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"5","PARTIDO UNIFICACION DEMOCRATICA",0
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"58","UNIDAD NACIONAL OPOSITORA DE HONDURAS",0
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"6","PARTIDO ANTICORRUPCION",0
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"7","PARTIDO LIBERTAD Y REFUNDACION",79
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"8","PARTIDO ALIANZA PATRIOTICA HONDUREÑA",0
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"9","PARTIDO FRENTE AMPLIO (EL FRENTE)",0
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"BLC","Voto en BLANCO",0
"HN.5.1.1.275.4610_PRE",171,161,10,58.1632,"NUL","Votos NULOS",10
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"1","PARTIDO LIBERAL DE HONDURAS",27
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"10","PARTIDO DE CENTRO SOCIAL CRISTIANO VA; MOVIMIENTO SOLIDARIO",0
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"11","PARTIDO NUEVA RUTA DE HONDURAS",1
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"13","PARTIDO LIBERACION DEMOCRATICO DE HONDURAS",0
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"14","PARTIDO TODOS SOMOS HONDURAS",0
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"2","PARTIDO NACIONAL DE HONDURAS",31
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"4","PARTIDO DEMOCRATA CRISTIANO DE HONDURAS",0
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"45","MOVIMIENTO INDEPENDIENTE DIGNIDAD Y ESPERANZA",0
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"47","MILTON BENITEZ HONDURAS HUMANA",1
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"5","PARTIDO UNIFICACION DEMOCRATICA",1
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"58","UNIDAD NACIONAL OPOSITORA DE HONDURAS",0
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"6","PARTIDO ANTICORRUPCION",0
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"7","PARTIDO LIBERTAD Y REFUNDACION",103
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"8","PARTIDO ALIANZA PATRIOTICA HONDUREÑA",0
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"9","PARTIDO FRENTE AMPLIO (EL FRENTE)",0
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"BLC","Voto en BLANCO",1
"HN.5.1.1.275.4612_PRE",171,165,6,58.1632,"NUL","Votos NULOS",6
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"1","PARTIDO LIBERAL DE HONDURAS",22
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"10","PARTIDO DE CENTRO SOCIAL CRISTIANO VA; MOVIMIENTO SOLIDARIO",0
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"11","PARTIDO NUEVA RUTA DE HONDURAS",1
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"13","PARTIDO LIBERACION DEMOCRATICO DE HONDURAS",0
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"14","PARTIDO TODOS SOMOS HONDURAS",0
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"2","PARTIDO NACIONAL DE HONDURAS",53
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"4","PARTIDO DEMOCRATA CRISTIANO DE HONDURAS",1
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"45","MOVIMIENTO INDEPENDIENTE DIGNIDAD Y ESPERANZA",0
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"47","MILTON BENITEZ HONDURAS HUMANA",3
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"5","PARTIDO UNIFICACION DEMOCRATICA",0
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"58","UNIDAD NACIONAL OPOSITORA DE HONDURAS",0
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"6","PARTIDO ANTICORRUPCION",0
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"7","PARTIDO LIBERTAD Y REFUNDACION",98
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"8","PARTIDO ALIANZA PATRIOTICA HONDUREÑA",0
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"9","PARTIDO FRENTE AMPLIO (EL FRENTE)",0
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"BLC","Voto en BLANCO",0
"HN.5.1.1.275.4613_PRE",180,178,2,61.2244,"NUL","Votos NULOS",2
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"1","PARTIDO LIBERAL DE HONDURAS",18
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"10","PARTIDO DE CENTRO SOCIAL CRISTIANO VA; MOVIMIENTO SOLIDARIO",0
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"11","PARTIDO NUEVA RUTA DE HONDURAS",1
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"13","PARTIDO LIBERACION DEMOCRATICO DE HONDURAS",0
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"14","PARTIDO TODOS SOMOS HONDURAS",0
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"2","PARTIDO NACIONAL DE HONDURAS",43
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"4","PARTIDO DEMOCRATA CRISTIANO DE HONDURAS",0
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"45","MOVIMIENTO INDEPENDIENTE DIGNIDAD Y ESPERANZA",0
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"47","MILTON BENITEZ HONDURAS HUMANA",0
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"5","PARTIDO UNIFICACION DEMOCRATICA",1
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"58","UNIDAD NACIONAL OPOSITORA DE HONDURAS",1
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"6","PARTIDO ANTICORRUPCION",0
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"7","PARTIDO LIBERTAD Y REFUNDACION",98
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"8","PARTIDO ALIANZA PATRIOTICA HONDUREÑA",0
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"9","PARTIDO FRENTE AMPLIO (EL FRENTE)",0
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"BLC","Voto en BLANCO",0
"HN.5.1.1.275.4614_PRE",168,162,6,57.1428,"NUL","Votos NULOS",6
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"1","PARTIDO LIBERAL DE HONDURAS",22
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"10","PARTIDO DE CENTRO SOCIAL CRISTIANO VA; MOVIMIENTO SOLIDARIO",0
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"11","PARTIDO NUEVA RUTA DE HONDURAS",1
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"13","PARTIDO LIBERACION DEMOCRATICO DE HONDURAS",0
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"14","PARTIDO TODOS SOMOS HONDURAS",1
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"2","PARTIDO NACIONAL DE HONDURAS",34
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"4","PARTIDO DEMOCRATA CRISTIANO DE HONDURAS",0
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"45","MOVIMIENTO INDEPENDIENTE DIGNIDAD Y ESPERANZA",1
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"47","MILTON BENITEZ HONDURAS HUMANA",1
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"5","PARTIDO UNIFICACION DEMOCRATICA",0
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"58","UNIDAD NACIONAL OPOSITORA DE HONDURAS",0
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"6","PARTIDO ANTICORRUPCION",0
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"7","PARTIDO LIBERTAD Y REFUNDACION",106
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"8","PARTIDO ALIANZA PATRIOTICA HONDUREÑA",0
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"9","PARTIDO FRENTE AMPLIO (EL FRENTE)",0
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"BLC","Voto en BLANCO",1
"HN.5.1.1.275.4615_PRE",176,167,9,60.204,"NUL","Votos NULOS",9
"HN.5.1.1.275.4616_PRE",181,169,12,61.5646,"1","PARTIDO LIBERAL DE HONDURAS",16
"HN.5.1.1.275.4616_PRE",181,169,12,61.5646,"10","PARTIDO DE CENTRO SOCIAL CRISTIANO VA; MOVIMIENTO SOLIDARIO",1
"HN.5.1.1.275.4616_PRE",181,169,12,61.5646,"11","PARTIDO NUEVA RUTA DE HONDURAS",1
"HN.5.1.1.275.4616_PRE",181,169,12,61.5646,"13","PARTIDO LIBERACION DEMOCRATICO DE HONDURAS",0
"HN.5.1.1.275.4616_PRE",181,169,12,61.5646,"14","PARTIDO TODOS SOMOS HONDURAS",0
"HN.5.1.1.275.4616_PRE",181,169,12,61.5646,"2","PARTIDO NACIONAL DE HONDURAS",44
"HN.5.1.1.275.4616_PRE",181,169,12,61.5646,"4","PARTIDO DEMOCRATA CRISTIANO DE HONDURAS",0
"HN.5.1.1.275.4616_PRE",181,169,12,61.5646,"45","MOVIMIENTO INDEPENDIENTE DIGNIDAD Y ESPERANZA",0
"HN.5.1.1.275.4616_PRE",181,169,12,61.5646,"47","MILTON BENITEZ HONDURAS HUMANA",1
"HN.5.1.1.275.4616_PRE",181,169,12,61.5646,"5","PARTIDO UNIFICACION DEMOCRATICA",0
"HN.5.1.1.275.4616_PRE",181,169,12,61.5646,"58","UNIDAD NACIONAL OPOSITORA DE HONDURAS",0
"HN.5.1.1.275.4616_PRE",181,169,12,61.5646,"6","PARTIDO ANTICORRUPCION",0
